,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa)
2013-01-11 12:00:00,33289,5483,92,27714,0,196,0,0,2425,8580,2323,1918,3113,1,384,0,0,1534,1283,300,0,1306,4351,2.2,-5.0,59.0,32.0,15.0,48.3,102.65
2013-01-11 13:00:00,34242,5291,88,28863,0,196,0,0,2438,8518,2311,1930,3098,0,441,0,0,1534,3498,300,0,1304,3295,2.5,-6.1,53.0,31.0,19.0,48.3,102.59
2013-01-11 14:00:00,34947,5854,98,28995,63,187,0,0,2408,8214,2276,1917,3071,1,442,0,0,1527,1306,300,0,1297,5986,2.8,-4.4,59.0,30.0,11.0,48.3,102.61
2013-01-11 15:00:00,109568,23470,94,86004,693,181,0,0,2401,8460,2228,1964,3042,0,2647,0,0,1532,4288,616,0,1300,56652,2.6,-3.0,67.0,28.0,13.0,48.3,102.66
2013-01-11 16:00:00,46554,5761,78,40715,0,181,0,0,2409,7765,2241,2740,3037,2,3491,0,0,1532,2148,410,0,1296,13463,1.7,-3.6,68.0,28.0,7.0,48.3,102.67
2013-01-11 17:00:00,50265,5633,84,44548,0,186,0,0,2433,7270,2234,5040,3009,0,5748,0,0,1531,1931,317,0,1293,13556,1.9,-3.4,68.0,19.0,4.0,48.3,102.67
2013-01-11 18:00:00,55152,5521,78,49553,0,192,0,0,2454,8332,2263,5054,3021,0,7360,0,0,1529,3234,300,0,1301,14513,0.2,-3.5,76.0,23.0,4.0,48.3,102.68
2013-01-11 19:00:00,40650,5393,68,35189,0,183,0,0,2395,6340,2241,3056,3025,0,4418,0,0,1525,1639,411,0,1300,8656,0.3,-2.9,79.0,,0.0,24.1,102.64
2013-01-11 20:00:00,33062,4984,80,27998,0,1176,0,0,2402,6346,2260,2263,3057,1,404,0,0,1515,2190,317,0,1786,4281,-0.6,-4.4,75.0,10.0,9.0,24.1,102.65
2013-01-11 21:00:00,53656,4816,80,48760,0,7777,0,0,2398,7677,2267,3878,3061,0,437,0,0,1512,3318,329,0,5845,10261,-1.8,-4.9,79.0,9.0,9.0,24.1,102.68
2013-01-11 22:00:00,49659,5262,84,44313,0,201,0,0,2463,6781,2277,5164,3057,2,6265,0,0,1529,1021,300,0,1284,13969,-2.1,-4.7,82.0,9.0,7.0,24.1,102.68
2013-01-11 23:00:00,60785,5396,86,55303,0,13863,0,0,2429,8170,2272,3765,3064,1,1857,0,0,1516,2067,281,0,5855,10163,-2.6,-5.5,80.0,9.0,11.0,24.1,102.67
2013-01-12 00:00:00,64025,8422,74,55529,0,7134,0,0,2407,7962,2245,2550,3041,2,2144,0,0,1515,3332,383,0,4833,17981,-2.6,-5.5,80.0,9.0,11.0,24.1,102.72
2013-01-12 01:00:00,64922,20262,84,44576,0,504,0,0,2398,6337,2221,1935,3015,0,2618,0,0,1518,1024,508,0,1284,21214,-3.2,-5.5,84.0,9.0,9.0,24.1,102.74
2013-01-12 02:00:00,47774,17338,90,30346,0,183,0,0,2394,8793,2253,1928,3054,0,437,0,0,1513,2172,335,0,1291,5993,-2.4,-4.8,84.0,8.0,7.0,24.1,102.76
2013-01-12 03:00:00,56086,24276,82,31728,0,184,0,0,2388,7515,2249,1957,3060,1,402,0,0,1505,3480,1062,0,1291,6634,-2.9,-4.9,86.0,9.0,7.0,24.1,102.79
2013-01-12 04:00:00,96202,39436,86,56680,945,188,0,0,2412,7924,2272,1907,3053,1,3215,0,246,1544,1255,1049,0,1280,29389,-2.8,-4.8,86.0,10.0,7.0,24.1,102.81
2013-01-12 05:00:00,88359,18640,86,69633,579,4086,0,0,2429,7113,2245,2286,3035,0,5621,0,142,1526,2896,962,0,2250,34463,-3.1,-4.6,89.0,9.0,9.0,24.1,102.8
2013-01-12 06:00:00,94824,19937,90,74797,0,18542,0,0,2407,7772,2255,2010,3052,4,6148,15,0,1522,2634,331,0,10738,17367,-2.9,-4.9,86.0,9.0,9.0,24.1,102.82
2013-01-12 07:00:00,45714,17116,86,28512,0,191,0,0,2410,7037,2311,2028,3084,1,1770,0,1,1526,1286,470,0,1309,5088,-4.2,-6.3,85.0,12.0,9.0,24.1,102.82
2013-01-12 08:00:00,34608,5869,104,28635,0,191,0,0,2416,8153,2322,1999,3114,1,400,0,0,1529,2916,300,0,1315,3979,-4.2,-6.3,85.0,11.0,9.0,32.2,102.91
2013-01-12 09:00:00,34090,5854,72,28164,0,201,0,0,2447,8363,2332,2031,3103,1,419,0,0,1527,3001,300,0,1313,3126,-3.4,-5.5,85.0,10.0,7.0,48.3,102.95
2013-01-12 10:00:00,36549,9747,82,26720,0,188,0,0,2408,7801,2309,2057,3095,1,406,0,0,1524,1285,300,0,1300,4046,-0.5,-4.4,75.0,10.0,7.0,48.3,102.99
2013-01-12 11:00:00,34541,8229,90,26222,0,192,0,0,2418,7584,2291,1996,3073,0,410,0,0,1530,2092,300,0,1309,3027,0.9,-3.6,72.0,,0.0,48.3,103.0
2013-01-12 12:00:00,34829,6143,78,28608,0,189,0,0,2406,8027,2275,2010,3068,0,441,0,0,1525,2967,300,0,1305,4095,0.8,-4.0,70.0,23.0,7.0,48.3,102.96
2013-01-12 13:00:00,33524,6277,92,27155,0,184,0,0,2401,8620,2274,1961,3066,0,375,0,0,1526,1921,300,0,1305,3222,1.5,-4.2,66.0,24.0,7.0,48.3,102.96
2013-01-12 14:00:00,35495,6022,90,29383,0,188,0,0,2413,8505,2277,1963,3065,1,409,0,0,1518,2071,300,0,1307,5366,1.7,-4.4,64.0,27.0,9.0,48.3,102.94
2013-01-12 15:00:00,40774,5697,78,34999,0,189,0,0,2404,8402,2281,2394,3059,1,403,0,0,1527,3327,318,0,1291,9403,1.6,-4.1,66.0,27.0,11.0,48.3,102.95
2013-01-12 16:00:00,32227,5288,72,26867,0,180,0,0,2398,8722,2253,1977,3035,0,408,0,0,1526,1034,300,0,1296,3738,0.3,-3.4,76.0,28.0,9.0,48.3,102.92
2013-01-12 17:00:00,52543,12571,96,39876,0,182,0,0,2383,7821,2244,1902,3050,0,405,0,0,1522,3252,581,0,1291,15243,0.5,-3.3,76.0,28.0,6.0,48.3,102.9
2013-01-12 18:00:00,67090,25611,80,41399,0,183,0,0,2407,6328,2241,1939,3039,0,410,0,0,1533,3533,484,0,1299,18003,-1.0,-3.9,81.0,3.0,4.0,48.3,102.96
2013-01-12 19:00:00,39879,10830,80,28969,0,181,0,0,2388,8140,2238,1957,3041,0,1544,0,0,1519,2329,334,0,1297,4001,-0.4,-3.0,83.0,,0.0,32.2,102.96
2013-01-12 20:00:00,36887,5824,100,30963,0,188,0,0,2420,6342,2263,1982,3053,0,426,0,0,1508,6722,395,0,1285,4379,-1.8,-4.3,83.0,9.0,7.0,32.2,102.98
2013-01-12 21:00:00,44524,11462,80,32982,0,187,0,0,2390,6325,2249,2093,3048,0,372,0,0,1512,2068,1098,0,1278,10362,-2.5,-4.5,86.0,9.0,7.0,32.2,102.97
2013-01-12 22:00:00,73254,33612,84,39558,0,186,0,0,2404,7723,2269,1955,3056,0,1446,0,0,1515,3889,714,0,1282,13119,-3.1,-5.3,85.0,8.0,7.0,32.2,103.04
2013-01-12 23:00:00,67229,22446,72,44711,0,184,0,0,2398,7412,2255,1914,3032,0,5551,0,0,1517,2837,402,0,1282,15927,-3.6,-6.0,83.0,10.0,11.0,32.2,103.08
2013-01-13 00:00:00,94012,20861,80,73071,0,181,0,0,2404,7682,2212,2633,3001,1,2071,0,0,1518,3017,374,0,1284,46693,-3.6,-6.2,82.0,9.0,7.0,32.2,103.12
2013-01-13 01:00:00,86051,21503,84,64464,310,180,0,0,2423,8596,2180,1967,2999,1,400,0,0,1510,3325,475,0,1283,38815,-3.8,-6.7,80.0,9.0,9.0,32.2,103.13
2013-01-13 02:00:00,119054,30993,86,87975,1258,180,0,0,2401,6315,2206,3180,3000,0,4921,0,0,1520,2991,448,0,1277,58278,-3.9,-6.3,83.0,9.0,7.0,32.2,103.14
2013-01-13 03:00:00,118279,26912,66,91301,1257,180,0,0,2425,8219,2213,5148,3017,1,8264,0,0,1509,4656,775,0,1283,52354,-4.3,-6.5,85.0,9.0,6.0,32.2,103.16
2013-01-13 04:00:00,62736,15664,92,46980,521,1473,0,0,2379,6772,2221,1971,3017,1,4987,0,0,1520,2324,937,0,1756,17101,-3.6,-5.4,87.0,,0.0,32.2,103.16
2013-01-13 05:00:00,86893,7246,82,79565,0,19733,0,0,2423,8047,2233,1879,3044,0,8935,0,0,1503,1171,246,0,11888,18463,-4.1,-5.5,90.0,11.0,9.0,32.2,103.12
2013-01-13 06:00:00,88910,7044,98,81768,0,19980,0,0,2417,8690,2268,1942,3061,0,8885,0,0,1512,3498,253,0,11511,17751,-5.0,-6.4,90.0,10.0,6.0,32.2,103.13
2013-01-13 07:00:00,84163,34859,98,49206,0,4185,0,0,2427,6343,2293,1958,3073,1,5446,0,0,1505,2789,997,0,3634,14555,-5.1,-6.6,89.0,10.0,11.0,32.2,103.19
2013-01-13 08:00:00,57168,29369,84,27715,0,195,0,0,2415,7944,2298,1979,3078,0,401,0,0,1512,2447,537,0,1298,3611,-4.9,-6.2,91.0,9.0,9.0,32.2,103.21
2013-01-13 09:00:00,33836,6761,72,27003,0,188,0,0,2426,8099,2300,1896,3073,0,417,0,0,1506,1611,300,0,1292,3895,-4.5,-5.9,90.0,9.0,7.0,48.3,103.26
2013-01-13 10:00:00,34383,6048,92,28243,0,185,0,0,2400,8610,2293,2098,3067,1,369,0,0,1507,2459,300,0,1292,3662,-2.1,-4.4,84.0,12.0,9.0,48.3,103.24
2013-01-13 11:00:00,33061,5640,104,27317,0,187,0,0,2407,8102,2278,1899,3062,0,510,0,0,1505,2002,300,0,1287,3778,-1.3,-4.1,81.0,10.0,11.0,48.3,103.2
2013-01-13 12:00:00,32852,5118,74,27660,0,185,0,0,2417,7863,2283,1950,3062,1,403,0,0,1506,2454,300,0,1289,3947,-0.7,-4.5,75.0,11.0,13.0,48.3,103.19
2013-01-13 13:00:00,32359,5101,78,27180,0,182,0,0,2397,7953,2269,1993,3061,1,408,0,0,1510,2021,300,0,1285,3800,-0.3,-4.4,74.0,11.0,6.0,48.3,103.12
2013-01-13 14:00:00,33293,5759,78,27456,0,186,0,0,2414,8181,2280,1908,3056,0,401,0,0,1506,2185,300,0,1285,3754,0.1,-3.9,74.0,11.0,9.0,48.3,103.1
2013-01-13 15:00:00,36004,5759,70,30175,0,184,0,0,2406,10570,2297,1985,3069,0,403,0,0,1504,2168,300,0,1279,4010,0.3,-5.0,68.0,11.0,9.0,48.3,103.13
2013-01-13 16:00:00,52697,5779,84,46834,0,188,0,0,2409,8142,2272,1896,3060,1,748,0,0,1502,2308,571,0,1292,22445,0.1,-4.6,71.0,11.0,9.0,48.3,103.1
2013-01-13 17:00:00,69080,23569,76,45435,0,187,0,0,2397,6735,2249,3787,3041,3,428,0,0,1508,3995,477,0,1287,19341,-0.4,-4.9,72.0,10.0,9.0,48.3,103.15
2013-01-13 18:00:00,60725,25377,88,35260,0,188,0,0,2413,8328,2253,3653,3023,1,430,7,0,1509,2166,424,0,1287,9578,-0.8,-4.3,77.0,11.0,11.0,48.3,103.11
2013-01-13 19:00:00,47767,20359,70,27338,0,180,0,0,2397,8098,2225,2001,3001,0,402,0,0,1502,2019,300,0,1280,3933,-0.2,-4.5,73.0,9.0,11.0,32.2,103.19
2013-01-13 20:00:00,49720,22966,92,26662,0,181,0,0,2388,7864,2236,2005,3011,1,374,0,0,1502,2324,403,0,1286,3087,-1.8,-5.0,79.0,9.0,11.0,32.2,103.19
2013-01-13 21:00:00,53709,25379,82,28248,0,181,0,0,2401,6549,2251,2032,3053,0,404,0,0,1508,4109,468,0,1287,4005,-1.8,-5.1,78.0,9.0,11.0,32.2,103.17
2013-01-13 22:00:00,91489,50522,86,40881,0,205,0,0,2421,8087,2243,1968,3015,1,1262,0,0,1518,1445,958,0,1276,16482,-1.1,-4.5,78.0,8.0,13.0,32.2,103.21
2013-01-13 23:00:00,51686,22452,110,29124,0,181,0,0,2387,8280,2235,1927,3029,2,405,0,0,1503,2892,335,0,1280,4668,-0.7,-4.8,74.0,9.0,11.0,32.2,103.22
2013-01-14 00:00:00,54875,28903,80,25892,0,180,0,0,2384,7219,2219,1899,3003,1,402,0,0,1509,2178,476,0,1272,3150,-0.4,-5.0,71.0,6.0,7.0,24.1,103.2
2013-01-14 01:00:00,144548,84847,593,59108,0,181,1591,0,2369,8216,2199,1937,3003,0,370,0,61,1508,3205,817,0,1285,32366,-0.3,-4.4,74.0,8.0,9.0,24.1,103.19
2013-01-14 02:00:00,182811,68173,88,114550,822,5707,7355,10470,2377,6376,2226,1934,3047,0,3381,0,242,1507,3716,971,10,1282,63127,-0.3,-4.3,74.0,7.0,7.0,24.1,103.2
2013-01-14 03:00:00,256131,22798,78,233255,1161,206,3894,31959,2398,7909,2224,1884,3033,0,4810,135558,18,1511,1149,757,10,1276,33498,0.0,-4.4,72.0,5.0,7.0,19.3,103.22
2013-01-14 04:00:00,231595,76404,102,155089,16,214,0,29846,2389,6758,2218,2678,3048,0,3451,63931,0,1486,3395,962,0,1290,33407,-0.3,-3.4,80.0,10.0,13.0,12.9,103.23
2013-01-14 05:00:00,103215,27663,102,75450,0,18920,0,116,2443,7638,2230,1955,3023,1,5408,0,0,1507,2717,285,0,10443,18764,-0.6,-2.5,87.0,8.0,11.0,16.1,103.19
2013-01-14 06:00:00,85235,18287,82,66866,0,13627,0,0,2412,8454,2250,1916,3034,0,5040,16,0,1508,1774,499,0,9094,17242,-0.5,-1.6,92.0,7.0,11.0,8.0,103.21
2013-01-14 07:00:00,34009,7401,86,26522,0,193,0,0,2414,6470,2295,1918,3077,0,403,0,1,1512,3083,318,0,1468,3370,-0.2,-1.1,94.0,8.0,15.0,8.0,103.2
2013-01-14 08:00:00,35541,6443,84,29014,0,194,0,0,2422,8380,2297,1911,3081,3,411,0,2,1511,2209,300,0,1303,4990,-0.2,-1.0,94.0,8.0,13.0,4.8,103.23
2013-01-14 09:00:00,32245,5853,78,26314,0,190,0,0,2421,8435,2280,1901,3065,0,378,0,0,1515,1164,300,0,1287,3378,0.1,-0.7,94.0,10.0,11.0,3.2,103.25
2013-01-14 10:00:00,35695,6012,92,29591,0,195,0,0,2403,7110,2278,1942,3065,1,402,0,0,1513,4151,300,0,1295,4936,0.1,-0.6,95.0,8.0,15.0,2.4,103.25
2013-01-14 11:00:00,31064,5362,80,25622,0,188,0,0,2408,7633,2276,1884,3062,0,435,0,0,1513,1297,300,0,1286,3340,0.1,-0.6,95.0,8.0,11.0,3.2,103.28
2013-01-14 12:00:00,33390,4909,94,28387,0,187,0,0,2432,8589,2278,1899,3063,1,405,0,1,1514,2085,300,0,1291,4342,0.3,-0.5,94.0,8.0,7.0,3.2,103.28
2013-01-14 13:00:00,32870,5282,94,27494,0,185,0,0,2387,8498,2261,1928,3054,0,372,0,2,1511,2297,300,0,1287,3412,0.6,-0.1,95.0,10.0,9.0,4.0,103.26
2013-01-14 14:00:00,34884,5689,94,29101,84,184,0,0,2416,7506,2267,1935,3069,2,411,0,0,1512,2452,300,0,1289,5674,0.7,0.0,95.0,9.0,9.0,6.4,103.28
2013-01-14 15:00:00,107749,20063,86,87600,399,188,0,0,2371,8091,2228,1967,3051,0,2829,0,0,1510,4327,625,0,1290,58724,0.8,-0.2,93.0,9.0,15.0,12.9,103.32
2013-01-14 16:00:00,63209,5409,616,57184,0,4886,0,0,2450,8244,2284,4045,3074,0,3489,0,0,1514,2667,316,0,1296,22919,0.8,-0.2,93.0,9.0,13.0,12.9,103.35
2013-01-14 17:00:00,54852,4682,110,50060,0,189,0,0,2436,8101,2265,3642,3047,0,4424,0,0,1515,1557,351,0,1291,21242,0.8,0.0,94.0,9.0,11.0,12.9,103.37
2013-01-14 18:00:00,55984,6029,92,49863,0,192,0,0,2441,7942,2270,2204,3056,1,5833,0,0,1516,3812,300,0,1293,19003,0.9,0.1,94.0,10.0,11.0,16.1,103.38
2013-01-14 19:00:00,66966,5821,78,61067,0,199,0,0,2449,8274,2276,5026,3054,0,5865,0,0,1513,2755,300,0,1301,28055,0.9,0.1,94.0,10.0,9.0,16.1,103.43
2013-01-14 20:00:00,48385,5549,104,42732,0,196,0,0,2442,8419,2282,3766,3051,1,3138,0,0,1515,1318,336,0,1293,14975,1.0,0.1,94.0,9.0,11.0,19.3,103.48
2013-01-14 21:00:00,45629,4829,90,40710,0,190,0,0,2441,8614,2272,4136,3059,1,1415,0,0,1506,4137,445,0,1279,11215,1.1,0.2,94.0,9.0,9.0,24.1,103.49
2013-01-14 22:00:00,61512,5021,86,56405,0,215,0,0,2462,7219,2314,4838,3059,0,5815,0,0,1516,2639,300,0,1293,24735,0.8,-0.2,93.0,9.0,9.0,24.1,103.51
2013-01-14 23:00:00,66975,8726,112,58137,0,12039,0,0,2404,7860,2239,2939,3016,1,1454,0,0,1504,1158,415,0,7605,15503,0.9,-0.3,92.0,11.0,7.0,24.1,103.54
2013-01-15 00:00:00,64704,6304,88,58312,0,2015,0,0,2444,9010,2236,3170,3016,0,2336,0,0,1508,3564,311,0,2429,26273,0.9,-0.4,91.0,,0.0,24.1,103.57
2013-01-15 01:00:00,195866,26148,100,169618,624,13706,0,0,2403,6344,2186,2268,3013,74906,4682,0,0,1497,2611,1106,0,9734,44538,1.0,-0.3,91.0,3.0,6.0,24.1,103.64
2013-01-15 02:00:00,127132,33994,76,93062,1260,180,0,0,2373,6915,2226,1977,3034,4230,3482,0,0,1519,4111,794,0,1441,59520,1.3,-0.1,90.0,,0.0,24.1,103.69
2013-01-15 03:00:00,118585,19473,92,99020,1260,185,0,0,2410,7164,2236,3102,3041,2,3430,0,0,1528,4216,900,0,1276,68270,1.1,-0.4,90.0,,0.0,24.1,103.74
2013-01-15 04:00:00,95873,27377,76,68420,734,4144,0,0,2382,7776,2246,1998,3045,0,2877,0,0,1503,10883,1367,0,3184,26281,0.9,-0.3,92.0,,0.0,24.1,103.73
2013-01-15 05:00:00,99764,21258,84,78422,0,19821,0,0,2408,8145,2233,1985,3038,0,5211,0,0,1511,2824,805,0,11949,18492,0.9,-0.4,91.0,,0.0,24.1,103.73
2013-01-15 06:00:00,87509,17711,90,69708,0,19940,0,0,2399,7357,2256,1979,3071,0,2044,0,0,1524,3737,297,0,12534,12570,1.1,-0.4,90.0,13.0,6.0,24.1,103.75
2013-01-15 07:00:00,40660,5895,88,34677,0,4179,0,0,2437,6490,2300,1965,3081,1,767,0,0,1542,2162,292,0,3203,6258,1.2,-0.3,90.0,,0.0,24.1,103.81
2013-01-15 08:00:00,32576,5717,68,26791,0,189,0,0,2406,6374,2281,1933,3070,1,467,0,0,1546,3483,300,0,1296,3445,1.2,-0.6,88.0,11.0,6.0,24.1,103.88
2013-01-15 09:00:00,32982,5453,88,27441,0,190,0,0,2429,7430,2288,1947,3083,2,404,0,0,1553,2179,300,0,1308,4328,1.2,0.1,92.0,11.0,9.0,24.1,103.93
2013-01-15 10:00:00,32684,4985,92,27607,0,192,0,0,2440,7083,2290,1963,3075,1,400,0,0,1511,1582,300,0,1303,5467,2.1,0.9,92.0,10.0,4.0,24.1,104.0
2013-01-15 11:00:00,35224,5798,90,29336,0,186,0,0,2421,8387,2294,1959,3075,1,409,0,0,1478,4107,300,0,1295,3424,3.3,0.4,81.0,14.0,4.0,24.1,104.02
2013-01-15 12:00:00,32371,5513,70,26788,0,189,0,0,2413,7819,2275,1960,3067,0,376,0,0,1485,1171,300,0,1289,4444,3.8,0.4,78.0,11.0,4.0,24.1,103.97
2013-01-15 13:00:00,33947,5805,96,28046,0,183,0,0,2400,6974,2268,1962,3064,1,402,0,0,1487,3358,300,0,1290,4357,3.7,-0.2,76.0,15.0,4.0,24.1,103.94
2013-01-15 14:00:00,34513,5064,86,29363,63,184,0,0,2406,8121,2259,1961,3055,1,409,0,0,1474,3080,300,0,1286,4764,4.0,0.0,75.0,,0.0,24.1,103.91
2013-01-15 15:00:00,130754,24660,998,105096,1258,187,838,0,2374,8811,2213,2774,3026,3,2971,0,0,1481,2244,975,0,1282,74659,4.1,-0.8,70.0,,0.0,19.3,103.94
2013-01-15 16:00:00,81035,4975,100,75960,231,227,12144,0,2438,6765,2278,5080,3062,0,3498,0,0,1494,3141,352,16,1307,33927,3.7,-0.7,73.0,,0.0,24.1,103.95
2013-01-15 17:00:00,225974,5234,66,220674,1,213,8209,0,2456,7296,2302,5059,3068,1,4491,158123,0,1485,2199,438,16,1303,24014,2.9,-1.7,72.0,16.0,4.0,24.1,103.96
2013-01-15 18:00:00,69121,5508,70,63543,0,212,6016,0,2459,8476,2275,5014,3057,0,5939,265,0,1487,3231,300,9,1290,23513,3.0,-1.0,75.0,,0.0,24.1,103.94
2013-01-15 19:00:00,60378,5495,92,54791,0,1067,0,0,2444,6680,2294,5049,3067,0,6371,0,0,1483,1042,300,0,1294,23700,2.0,-0.8,82.0,,0.0,24.1,103.93
2013-01-15 20:00:00,243348,5531,86,237731,0,188,0,0,2440,7546,2261,3702,3035,0,4003,185237,0,1483,4200,747,0,1287,21602,0.6,-1.5,86.0,,0.0,24.1,103.93
2013-01-15 21:00:00,50065,4989,562,44514,0,543,0,0,2468,6362,2292,4989,3056,1,5652,0,0,1504,2869,318,0,1301,13159,0.9,-1.2,86.0,10.0,6.0,24.1,103.91
2013-01-15 22:00:00,52183,4718,80,47385,0,517,0,0,2443,8363,2261,5624,3038,0,5508,0,0,1489,1447,300,0,1286,15109,0.4,-1.0,90.0,,0.0,24.1,103.91
2013-01-15 23:00:00,61554,5642,88,55824,0,9082,0,0,2432,7285,2225,4618,3018,0,1079,0,0,1478,3604,485,0,6654,13864,0.2,-1.3,90.0,,0.0,24.1,103.91
2013-01-16 00:00:00,65862,5600,98,60164,0,5144,0,36,2373,9172,2232,2233,3013,0,1322,0,0,1484,1732,592,0,4080,26751,-0.3,-1.6,91.0,9.0,9.0,24.1,103.91
2013-01-16 01:00:00,103105,17052,100,85953,1,198,0,24788,2405,6335,2187,1953,3013,1,426,0,110,1477,4926,891,0,1277,35965,0.8,-0.6,90.0,9.0,9.0,24.1,103.92
2013-01-16 02:00:00,114938,6174,80,108684,1158,200,2084,18057,2373,7299,2239,2219,3039,0,1635,0,737,1473,1718,1357,0,1285,61811,0.8,-0.6,90.0,11.0,11.0,24.1,103.92
2013-01-16 03:00:00,103589,5916,102,97571,1268,214,6158,18039,2411,6379,2252,2151,3060,0,4426,0,732,1491,3979,1563,10,1283,42155,0.8,-0.6,90.0,9.0,11.0,24.1,103.92
2013-01-16 04:00:00,70638,12123,92,58423,210,3816,0,26,2432,7617,2258,4153,3055,1,3896,0,720,1482,3886,829,0,2473,21569,1.1,-0.7,88.0,11.0,6.0,24.1,103.89
2013-01-16 05:00:00,108292,29966,88,78238,0,19976,0,0,2429,8212,2227,2119,3012,1,6104,0,720,1527,3132,275,0,9362,19142,1.5,-1.0,83.0,12.0,6.0,19.3,103.83
2013-01-16 06:00:00,105338,26302,78,78958,0,20135,0,0,2420,8100,2248,2278,3040,0,5922,0,542,1527,1792,287,0,11835,18832,1.6,-1.0,83.0,9.0,6.0,19.3,103.79
2013-01-16 07:00:00,52620,19143,74,33403,0,873,0,0,2413,6387,2298,1967,3053,1,1912,0,155,1531,3498,436,0,1460,7419,1.2,-1.0,85.0,9.0,6.0,24.1,103.77
2013-01-16 08:00:00,32510,5724,110,26676,0,192,0,0,2403,6374,2273,1928,3066,0,305,0,0,1532,2774,300,0,1305,4224,1.5,-1.1,83.0,11.0,11.0,24.1,103.8
2013-01-16 09:00:00,31297,5318,70,25909,0,199,0,0,2400,6374,2295,1926,3071,2,302,0,0,1544,2311,300,0,1312,3873,1.5,-1.0,83.0,11.0,9.0,24.1,103.79
2013-01-16 10:00:00,32404,5240,82,27082,0,196,0,0,2411,8176,2291,1944,3070,0,307,0,0,1535,1042,300,0,1317,4493,2.0,-0.7,82.0,9.0,6.0,24.1,103.81
2013-01-16 11:00:00,33596,5785,82,27729,0,200,0,0,2409,6365,2291,1924,3071,0,308,0,0,1530,4635,300,0,1310,3386,2.8,-1.1,75.0,10.0,6.0,24.1,103.8
2013-01-16 12:00:00,32966,5756,98,27112,0,186,0,0,2404,8319,2255,1919,3055,1,308,0,0,1530,1161,300,0,1298,4376,3.3,-1.3,72.0,10.0,6.0,24.1,103.72
2013-01-16 13:00:00,34436,5840,96,28500,0,186,0,0,2398,8279,2278,1951,3061,0,310,0,0,1523,3631,301,0,1301,3281,3.3,-1.5,71.0,14.0,7.0,24.1,103.67
2013-01-16 14:00:00,33730,4905,82,28743,42,191,0,0,2398,6628,2256,1956,3064,0,311,0,0,1526,2919,300,0,1293,5859,3.3,-1.6,70.0,14.0,6.0,24.1,103.63
2013-01-16 15:00:00,120445,24874,110,95461,504,3163,0,0,2380,7758,2219,1937,3065,5,2271,0,0,1523,2816,794,0,1302,65724,3.4,-1.6,70.0,18.0,4.0,24.1,103.62
2013-01-16 16:00:00,69593,5592,118,63883,0,192,0,0,2438,8238,2251,4766,3063,0,3360,0,0,1534,4514,318,0,1302,31907,3.3,-1.3,72.0,,0.0,24.1,103.61
2013-01-16 17:00:00,55183,5190,82,49911,0,191,0,0,2420,7851,2249,4949,3029,0,1953,0,0,1527,1244,392,0,1303,22803,1.5,-1.6,80.0,31.0,6.0,24.1,103.59
2013-01-16 18:00:00,61245,5059,84,56102,0,524,0,0,2449,6910,2243,4677,3038,0,5830,0,0,1540,3506,318,0,1303,23764,1.2,-1.7,81.0,31.0,4.0,24.1,103.57
2013-01-16 19:00:00,55242,4902,96,50244,0,192,0,0,2437,8687,2256,3772,3041,2,4684,0,0,1533,2201,300,0,1311,19828,1.6,-1.5,80.0,1.0,7.0,24.1,103.55
2013-01-16 20:00:00,34127,5625,86,28416,0,186,0,0,2425,7214,2254,2034,3038,0,548,0,0,1514,3491,300,0,1286,4126,0.5,-1.9,84.0,36.0,6.0,24.1,103.5
2013-01-16 21:00:00,41476,5586,74,35816,0,186,0,0,2406,7536,2253,2519,3027,3,2221,0,0,1510,1522,300,0,1289,11044,0.5,-1.6,86.0,,0.0,24.1,103.48
2013-01-16 22:00:00,59809,5596,68,54145,0,192,0,0,2450,8103,2264,4623,3054,0,6203,0,0,1521,2191,318,0,1284,21942,-1.1,-3.0,87.0,,0.0,24.1,103.45
2013-01-16 23:00:00,47326,5581,96,41649,0,194,0,0,2453,6668,2261,1979,3031,3,5950,0,0,1517,3135,317,0,1286,12855,-1.0,-2.4,90.0,,0.0,24.1,103.45
2013-01-17 00:00:00,61535,18408,545,42582,0,183,0,0,2403,8606,2248,1957,3033,2,5656,0,0,1517,1538,530,0,1292,13617,-1.2,-2.3,92.0,,0.0,24.1,103.43
2013-01-17 01:00:00,97652,7747,94,89811,1175,185,0,0,2391,6377,2217,2079,3016,1,1389,0,0,1520,3546,501,0,1284,64130,-2.7,-3.8,92.0,10.0,6.0,24.1,103.41
2013-01-17 02:00:00,86570,5155,100,81315,1259,184,0,0,2397,7949,2217,1904,3019,0,1694,0,0,1512,2322,425,0,1280,55153,-2.0,-3.0,93.0,9.0,7.0,24.1,103.38
2013-01-17 03:00:00,200189,111755,80,88354,1260,188,0,0,2422,6373,2240,4456,3022,0,2559,0,0,1514,3396,483,0,1288,59153,-2.3,-3.1,94.0,9.0,7.0,24.1,103.33
2013-01-17 04:00:00,79858,27292,92,52474,692,182,0,0,2386,8231,2220,2969,3021,0,3426,0,0,1527,2188,1202,0,1283,23147,-2.3,-3.2,94.0,9.0,6.0,24.1,103.27
